,Security Id,Security Name,Group,Industry
2059,HDIL,HOUSING DEVELOPMENT &amp; INFRASTRUCTURE LTD.,A ,Realty
2060,SURYACHAKRA,SURYACHAKRA POWER CORPORATION LTD.,XT,Electric Utilities
2061,ADSL,ALLIED DIGITAL SERVICES LTD.,T ,IT Consulting &amp; Software
2063,ALPA,ALPA LABORATORIES LTD.,B ,Biotechnology
2064,OMAXE,OMAXE LTD.,B ,Realty
2066,REFEX,Refex Industries Limited,B ,Industrial Gases
2067,CENTRALBK,CENTRAL BANK OF INDIA,A ,Banks
2069,NTL,Neueon Towers Ltd,T ,Heavy Electrical Equipment
2070,ASIANTILES,ASIAN GRANITO INDIA LTD.,B ,Furniture-Furnishing-Paints
2071,KPRMILL,K.P.R.MILL LTD.,B ,Textiles
2072,TAKE,TAKE SOLUTIONS LTD.,B ,IT Consulting &amp; Software
2073,PURVA,Puravankara Ltd,B ,Realty
2074,MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LTD.,B ,Finance (including NBFCs)
2075,INDOWIND,INDOWIND ENERGY LTD.,T ,Electric Utilities
2076,NAGREEKCAP,NAGREEKA CAPITAL &amp; INFRASTRUCTURE LTD.,B ,Investment Companies
2077,MAGNUM,MAGNUM VENTURES LTD.,B ,Paper &amp; Paper Products
2078,POWERGRID,POWER GRID CORPORATION OF INDIA LTD.,A ,Electric Utilities
2079,KSCL,KAVERI SEED COMPANY LTD.,A ,Other Agricultural Products
2081,CCCL,CONSOLIDATED CONSTRUCTION CONSORTIUM LTD.,T ,Realty
2082,SUPREMEINF,SUPREME INFRASTRUCTURE INDIA LTD.,T ,Construction &amp; Engineering
2083,MAANALU,MAAN ALUMINIUM LTD.,B ,Construction &amp; Engineering
2086,ARCOTECH,ARCOTECH LTD.,B ,Copper
2087,RELIGARE,RELIGARE ENTERPRISES LTD.,A ,Other Financial Services
2088,BVCL,BARAK VALLEY CEMENTS LTD.,T ,Cement &amp; Cement Products
2090,ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.,A ,Marine Port &amp; Services
2091,EDELWEISS,Edelweiss Financial Services Ltd.,A ,Other Financial Services
2093,KOLTEPATIL,KOLTE-PATIL DEVELOPERS LTD.,B ,Realty
2094,JYOTHYLAB,JYOTHY LABORATORIES LTD.,B ,Household Products
2095,ECLERX,ECLERX SERVICES LTD.,A ,BPO/KPO
2096,TRIL,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,B ,Heavy Electrical Equipment
2097,BRIGADE,BRIGADE ENTERPRISES LTD.,B ,Realty
2098,BGRENERGY,BGR ENERGY SYSTEMS LTD.,B ,Heavy Electrical Equipment
2099,BURNPUR,BURNPUR CEMENT LTD.,T ,Cement &amp; Cement Products
2100,MANAKSIA,MANAKSIA LTD.,B ,Containers &amp; Packaging
2101,PORWAL,PORWAL AUTO COMPONENTS LTD.,XT,Auto Parts &amp; Equipment
2102,PPAP,PPAP Automotive Limited,B ,Auto Parts &amp; Equipment
2103,ARIES,ARIES AGRO LTD.,T ,Fertilizers
2104,CAPF,CAPITAL FIRST LTD.,A ,Other Financial Services
2105,RPOWER,RELIANCE POWER LTD.,A ,Electric Utilities
2106,JKIL,J.KUMAR INFRAPROJECTS LTD.,B ,Construction &amp; Engineering
2107,CORDSCABLE,CORDS CABLE INDUSTRIES LTD.,T ,Other Elect.Equip./ Prod.
2108,KNRCON,KNR CONSTRUCTIONS LTD.,B ,Construction &amp; Engineering
2109,ONMOBILE,OnMobile Global Ltd.,B ,Other Telecom Services
2110,SHRIRAMEPC,SHRIRAM EPC LTD.,B ,Construction &amp; Engineering
2111,BANG,BANG OVERSEAS LTD.,B ,Other Apparels &amp; Accessories
2112,IRB,IRB INFRASTRUCTURE DEVELOPERS LTD.,A ,Roads &amp; Highways
2114,GSS,GSS INFOTECH LTD.,B ,IT Consulting &amp; Software
2115,NAHARCAP,NAHAR CAPITAL &amp; FINANCIAL SERVICES LTD.,B ,Investment Companies
2116,VGUARD,V-GUARD INDUSTRIES LTD.,A ,Other Elect.Equip./ Prod.
2117,RECLTD,RURAL ELECTRIFICATION CORPORATION LTD.,A ,Finance (including NBFCs)
2118,GAMMNINFRA,GAMMON INFRASTRUCTURE PROJECTS LTD.,B ,Construction &amp; Engineering
2121,TWL,TITAGARH WAGONS LTD.,B ,Commercial Vehicles
2122,KIRIINDUS,KIRI INDUSTRIES LTD.,B ,Specialty Chemicals
2123,BIRLAMONEY,ADITYA BIRLA MONEY LTD.-$,B ,Other Financial Services
2124,JAIBALAJI,JAI BALAJI INDUSTRIES LTD.,T ,Iron &amp; Steel/Interm.Products
2125,BAJAJ-AUTO,BAJAJ AUTO LTD.,A ,2/3 Wheelers
2126,BAJAJFINSV,BAJAJ FINSERV LTD.,A ,Holding Companies
2127,GOKUL,GOKUL REFOILS &amp; SOLVENT LTD.,T ,Edible Oils
2128,RPGLIFE,RPG LIFE SCIENCES LTD.,B ,Pharmaceuticals
2129,KTKSENSEX,KOTAK SENSEX ETF,B ,Other Financial Services
2130,RBL,RANE BRAKE LINING LTD.,B ,Auto Parts &amp; Equipment
2131,RANEENGINE,RANE ENGINE VALVE LTD.,B ,Auto Parts &amp; Equipment
2132,BAFNAPHARM,BAFNA PHARMACEUTICALS LTD.,T ,Pharmaceuticals
2135,ARCHIDPLY,ARCHIDPLY INDUSTRIES LTD.,B ,Forest Products
2137,LEHIL,Lotus Eye Hospital And Institute Ltd,T ,Healthcare Facilities
2138,SOMICONV,SOMI CONVEYOR BELTINGS LTD.,B ,Industrial Machinery
2139,OISL,OCL IRON AND STEEL LTD.,T ,Iron &amp; Steel/Interm.Products
2140,LPDC,LANDMARK PROPERTY DEVELOPMENT COMPANY LTD.,T ,Realty
2141,SICAGEN,SICAGEN INDIA LTD.,B ,Comm.Trading  &amp; Distribution
2143,20MICRONS,20 MICRONS LTD.,B ,Mining
2144,WABCOINDIA,WABCO INDIA LTD.,A ,Auto Parts &amp; Equipment
2145,ALKALI,ALKALI METALS LTD.,B ,Specialty Chemicals
2146,ISGEC,ISGEC HEAVY ENGINEERING LTD.,B ,Industrial Machinery
2147,IMFA,INDIAN METALS &amp; FERRO ALLOYS LTD.,B ,Iron &amp; Steel/Interm.Products
2148,GISOLUTION,GI ENGINEERING SOLUTIONS LTD.,B ,Construction &amp; Engineering
2150,MOLDTKPAC,Mold-Tek Packaging Limited,B ,Containers &amp; Packaging
2151,MHRIL,MAHINDRA HOLIDAYS &amp; RESORTS INDIA LTD.,B ,Hotels
2152,EXCEL,Excel Realty N Infra Ltd,T ,BPO/KPO
2153,RAJOIL,RAJ OIL MILLS LTD.,T ,Edible Oils
2154,BENGALASM,BENGAL &amp; ASSAM COMPANY LTD.,B ,Finance (including NBFCs)
2155,ADANIPOWER,ADANI POWER LTD.,A ,Electric Utilities
2156,NHPC,NHPC LTD.,A ,Electric Utilities
2157,JINDCOT,JINDAL COTEX LTD.,T ,Textiles
2158,GLOBUSSPR,GLOBUS SPIRITS LTD.,T ,Breweries &amp; Distilleries
2159,OIL,OIL INDIA LTD.,A ,Exploration &amp; Production
2160,RNAVAL,Reliance Naval and Engineering Ltd,A ,Defence
2161,EUROMULTI,EURO MULTIVISION LTD.,B ,Storage Media &amp; Peripherals
2162,SPSL,SHREE PRECOATED STEELS LTD.,XT,Iron &amp; Steel Products
2164,RTNPOWER,RattanIndia Power Limited,A ,Electric Utilities
2165,DEN,Den Networks Ltd,A ,Broadcasting &amp; Cable TV
2166,ASTEC,ASTEC LIFESCIENCES LIMITED,B ,Agrochemicals
2168,DLINKINDIA,D-Link (India) Ltd,B ,IT Networking Equipment
2169,JSWENERGY,JSW Energy Ltd,A ,Electric Utilities
2170,GODREJPROP,Godrej Properties Ltd,A ,Realty
2171,DBCORP,D B Corp Ltd,A ,Publishing
2172,MBLINFRA,MBL Infrastructures Ltd,T ,Construction &amp; Engineering
2173,INFINITE,Infinite Computer Solutions (India) Ltd,B ,IT Consulting &amp; Software
2174,JUBLFOOD,Jubilant FoodWorks Ltd,A ,Restaurants
2175,VASCONEQ,Vascon Engineers Ltd,B ,Realty
2176,SYNCOM,Syncom Healthcare Ltd,B ,Pharmaceuticals
2177,THANGAMAYL,Thangamayil Jewellery Ltd,B ,Other Apparels &amp; Accessories
2178,DBREALTY,D B Realty Ltd,B ,Realty
2179,EMMBI,Emmbi Industries Ltd,B ,Containers &amp; Packaging
2180,HATHWAY,Hathway Cable &amp; Datacom Ltd,A ,Broadcasting &amp; Cable TV
2181,ARSSINFRA,ARSS INFRASTRUCTURE PROJECTS LTD.,T ,Construction &amp; Engineering
2182,TEXMOPIPES,TEXMO PIPES &amp; PRODUCTS LTD.,T ,Plastic Products
2183,SUNDARAM,SUNDARAM MULTI PAP LTD.,B ,Comm.Printing/Stationery
2184,ROSSELLIND,ROSSELL INDIA LTD.,B ,Tea &amp; Coffee
2185,MANINFRA,MAN INFRACONSTRUCTION LTD.,B ,Construction &amp; Engineering
2187,DQE,DQ ENTERTAINMENT (INTERNATIONAL) LTD.,T ,Movies &amp; Entertainment
2189,PRADIP,Pradip Overseas Ltd,B ,Textiles
2190,PERSISTENT,PERSISTENT SYSTEMS LTD.,A ,IT Consulting &amp; Software
2191,ISFT,INTRASOFT TECHNOLOGIES LTD.,B ,Internet &amp; Catalogue Retail
2192,GOENKA,GOENKA DIAMOND &amp; JEWELS LTD.,Z ,Other Apparels &amp; Accessories
2193,KCPSUGIND,KCP SUGAR &amp; INDUSTRIES CORPORATION LTD.,B ,Sugar
2194,KECL,Kirloskar Electric Company Ltd,B ,Other Elect.Equip./ Prod.
2197,TARAPUR,Tarapur Transformers Ltd,T ,Heavy Electrical Equipment
2199,SJVN,SJVN Ltd,A ,Electric Utilities
2200,JPINFRATEC,Jaypee Infratech Ltd,B ,Roads &amp; Highways
2202,TECHNOFAB,TECHNOFAB ENGINEERING LIMITED,T ,Construction &amp; Engineering
2203,HMVL,HINDUSTAN MEDIA VENTURES LTD.,B ,Publishing
2204,EMAMIINFRA,EMAMI INFRASTRUCTURE LTD.,B ,Realty
2205,AHLWEST,ASIAN HOTELS (WEST) LTD.,T ,Hotels
2206,AHLEAST,ASIAN HOTELS (EAST) LTD.,B ,Hotels
2209,GPPL,GUJARAT PIPAVAV PORT LTD.,A ,Marine Port &amp; Services
2210,WELINV,WELSPUN INVESTMENTS AND COMMERCIALS LTD.,B ,Other Financial Services
2211,INDOSOLAR,INDOSOLAR LTD.,B ,Other Elect.Equip./ Prod.
2212,SASTASUNDR,Sastasundar Ventures Ltd,T ,Healthcare Services
2213,CAREERP,CAREER POINT LTD.,B ,Education
2214,EROSMEDIA,EROS INTERNATIONAL MEDIA LTD.,B ,Movies &amp; Entertainment
2215,RAMKY,RAMKY INFRASTRUCTURE LTD.,B ,Construction &amp; Engineering
2216,GREENPOWER,ORIENT GREEN POWER COMPANY LTD.,B ,Electric Utilities
2217,ESL,ELECTROSTEEL STEELS LTD.,T ,Construction &amp; Engineering
2218,CANTABIL,CANTABIL RETAIL INDIA LTD.,B ,Other Apparels &amp; Accessories
2219,WABAG,VA TECH WABAG LTD.,A ,Utilities:Non-Elec.
2220,BEDMUTHA,BEDMUTHA INDUSTRIES LTD.,B ,Iron &amp; Steel Products
2221,ASHOKA,ASHOKA BUILDCON LTD.,B ,Roads &amp; Highways
2222,CEBBCO,COMMERCIAL ENGINEERS &amp; BODY BUILDERS CO. LTD.,B ,Commercial Vehicles
2223,OBEROIRLTY,OBEROI REALTY LTD.,A ,Realty
2224,PRESTIGE,PRESTIGE ESTATES PROJECTS LTD.,A ,Realty
2225,GAL,GYSCOAL ALLOYS LTD.,T ,Iron &amp; Steel/Interm.Products
2227,COALINDIA,COAL INDIA LTD.,A ,Coal
2229,GRAVITA,GRAVITA INDIA LTD.,B ,Other Non-Ferrous Metals
2230,RPPINFRA,RPP INFRA PROJECTS LTD.,B ,Construction &amp; Engineering
2231,RDBRIL,RDB REALTY &amp; INFRASTRUCTURE LTD.,XT,Realty
2232,MOIL,MOIL LTD.,B ,Mining
2233,ZEELEARN,ZEE LEARN LTD.,B ,Education
2234,CLARIS,CLARIS LIFESCIENCES LTD.,B ,Pharmaceuticals
2235,KTIL,KESAR TERMINALS &amp; INFRASTRUCTURE LTD.,B ,Transportation - Logistics
2236,A2ZINFRA,A2Z Infra Engineering Limited,B ,Utilities:Non-Elec.
2237,KIRLOSENG,KIRLOSKAR OIL ENGINES LTD.,B ,Auto Parts &amp; Equipment
2238,RKDL,RAVI KUMAR DISTILLERIES LTD.,T ,Breweries &amp; Distilleries
2239,PSB,PUNJAB &amp; SIND BANK,B ,Banks
2240,FMNL,FUTURE MARKET NETWORKS LTD.,B ,Department Stores
2241,SURANASOL,Surana Solar Limited,T ,Electronic Components
2242,SPYL,SHEKHAWATI POLY-YARN LTD.,T ,Textiles
2243,KICL,KALYANI INVESTMENT COMPANY LTD.,B ,Investment Companies
2244,BFINVEST,BF INVESTMENT LTD.,B ,Holding Companies
2245,SUMMITSEC,SUMMIT SECURITIES LTD.,B ,Investment Companies
2247,STEL,STEL Holdings&#160;Limited,B ,Holding Companies
2248,OMKARCHEM,OMKAR SPECIALITY CHEMICALS LTD.,B ,Specialty Chemicals
2249,JUBLINDS,JUBILANT INDUSTRIES LTD.,B ,Agrochemicals
2250,BILENERGY,BIL ENERGY SYSTEMS LTD.,T ,Other Elect.Equip./ Prod.
2251,TEXRAIL,TEXMACO RAIL &amp; ENGINEERING LTD.,B ,Construction &amp; Engineering
2252,INDTERRAIN,INDIAN TERRAIN FASHIONS LTD.,B ,Other Apparels &amp; Accessories
2253,FCL,FINEOTEX CHEMICAL LTD.,B ,Specialty Chemicals
2254,DHUNINV,DHUNSERI INVESTMENTS LTD.,B ,Investment Companies
2255,ZENTEC,ZEN TECHNOLOGIES LTD.,B ,IT Software Products
2256,LOVABLE,LOVABLE LINGERIE LTD.,B ,Other Apparels &amp; Accessories
2257,PFS,PTC INDIA FINANCIAL SERVICES LTD.,B ,Finance (including NBFCs)
2259,TCIDEVELOP,TCI DEVELOPERS LTD.,T ,Realty
2260,MUTHOOTFIN,MUTHOOT FINANCE LTD.,A ,Finance (including NBFCs)
2261,FCONSUMER,Future Consumer Ltd,A ,Packaged Foods
2263,CNOVAPETRO,CIL NOVA PETROCHEMICALS LTD.,B ,Textiles
2265,KARMAENG,KARMA ENERGY LTD.,T ,Electric Utilities
2267,RUSHIL,RUSHIL DECOR LTD.,B ,Forest Products
2268,KRIINFRA,Kridhan Infra Limited,B ,Construction &amp; Engineering
2269,BGLOBAL,BHARATIYA GLOBAL INFOMEDIA LTD.,T ,IT Consulting &amp; Software
2270,INVENTURE,INVENTURE GROWTH &amp; SECURITIES LTD.,B ,Other Financial Services
2273,TREEHOUSE,TREE HOUSE EDUCATION &amp; ACCESSORIES LTD.,T ,Education
2274,BROOKS,BROOKS LABORATORIES LTD.,B ,Pharmaceuticals
2275,RUPA,RUPA &amp; COMPANY LTD.,B ,Other Apparels &amp; Accessories
2276,TDPOWERSYS,T D POWER SYSTEMS LTD.,B ,Heavy Electrical Equipment
2278,APLLTD,ALEMBIC PHARMACEUTICALS LTD.,A ,Pharmaceuticals
2279,VASWANI,VASWANI INDUSTRIES LTD.,B ,Iron &amp; Steel/Interm.Products
2280,PGEL,PG ELECTROPLAST LTD.,B ,Consumer Electronics
2282,TIJARIA,TIJARIA POLYPIPES LTD.,B ,Plastic Products
2283,ONELIFECAP,ONELIFE CAPITAL ADVISORS LTD.,T ,Investment Companies
2284,FLEXITUFF,FLEXITUFF INTERNATIONAL LTD.,B ,Plastic Products
2285,UJAAS,Ujaas Energy Limited,B ,Heavy Electrical Equipment
2286,TRITURBINE,TRIVENI TURBINE LTD.,B ,Heavy Electrical Equipment
2287,INDOTHAI,INDO THAI SECURITIES LTD.,B ,Other Financial Services
2288,ESSARSHPNG,ESSAR SHIPPING LTD.,B ,Shipping
2289,APLAPOLLO,APL APOLLO TUBES LTD.,B ,Iron &amp; Steel Products
2290,GPTINFRA,GPT INFRAPROJECTS LTD.,B ,Construction &amp; Engineering
2291,THOMASCOTT,THOMAS SCOTT (INDIA) LIMITED,T ,Other Apparels &amp; Accessories
2292,TERASOFT,TERA SOFTWARE LTD.,B ,IT Consulting &amp; Software
2293,FUTSOL,FUTURISTIC SOLUTIONS LTD.,XT,Other Financial Services
2294,AIML,ALLIANCE INTEGRATED METALIKS LTD.,XT,Iron &amp; Steel Products
2295,ORIENTREF,ORIENT REFRACTORIES LTD.,B ,Other Industrial Goods
2296,MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD.,A ,Investment Companies
2298,SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,B ,Heavy Electrical Equipment
2300,NBCC,NBCC (India) Ltd,A ,Construction &amp; Engineering
2301,MTEDUCARE,MT EDUCARE LTD.,T ,Education
2302,HEXATRADEX,HEXA TRADEX LTD.,T ,Comm.Trading  &amp; Distribution
2303,TBZ,TRIBHOVANDAS BHIMJI ZAVERI LTD.,B ,Other Apparels &amp; Accessories
2304,VSSL,VARDHMAN SPECIAL STEELS LTD.,B ,Iron &amp; Steel Products
2305,SPECIALITY,SPECIALITY RESTAURANTS LTD.,B ,Restaurants
2306,LYPSAGEMS,Lypsa Gems &amp; Jewellery Ltd,B ,Other Apparels &amp; Accessories
2307,BGPL,Bio Green Papers Ltd,XT,Paper &amp; Paper Products
2309,SEPOWER,S.E. POWER LTD.,B ,Electric Utilities
2310,JTLINFRA,JTL INFRA LTD.,XT,Construction &amp; Engineering
2311,NECCLTD,NORTH EASTERN CARRYING CORPORATION LTD.,B ,Transportation - Logistics
2313,JOINTECAED,JOINTECA EDUCATION SOLUTIONS LTD.,MT,IT Consulting &amp; Software
2314,DUCON,Ducon Infratechnologies Ltd,B ,Comm.Trading  &amp; Distribution
2315,PROZONINTU,Prozone Intu Properties Limited,B ,Realty
2317,COMCL,COMFORT COMMOTRADE LTD.,B ,Other Financial Services
2319,INTELLADV,INTELLIVATE CAPITAL ADVISORS LTD.,XT,Other Financial Services
2320,SUPREMEX,Supremex Shine Steels Ltd,XT,Iron &amp; Steel/Interm.Products
2321,ZUARI,ZUARI AGRO CHEMICALS LTD.,B ,Fertilizers
2322,STEELXIND,STEEL EXCHANGE INDIA LTD.,B ,Iron &amp; Steel/Interm.Products
2324,CIGNITI,CIGNITI TECHNOLOGIES LTD.,B ,IT Consulting &amp; Software
2325,CARERATING,CARE Ratings Ltd,A ,Other Financial Services
2326,PCJEWELLER,PC JEWELLER LTD.,A ,Other Apparels &amp; Accessories
2329,COVIDH,COVIDH TECHNOLOGIES LIMITED,XT,IT Consulting &amp; Software
2331,VMART,V-MART RETAIL LTD.,B ,Department Stores
2336,BMAL,BOTHRA METALS &amp; ALLOYS LTD.,M ,Aluminium
2337,REPCOHOME,REPCO HOME FINANCE LTD.,A ,Housing Finance 
2338,LAKHOTIA,LAKHOTIA POLYESTERS (INDIA) LTD.,T ,Textiles
2339,GCMSECU,GCM Securities Ltd,M ,Other Financial Services
2340,NIBL,NRB INDUSTRIAL BEARINGS LTD.,B ,Other Industrial Goods
2343,KIFS,KIFS FINANCIAL SERVICES LTD.,XT,Finance (including NBFCs)
2344,SREEL,SREELEATHERS LTD.,B ,Footwear
2345,SHARDA,Sharda Motor Industries Ltd,B ,Auto Parts &amp; Equipment
2347,JUSTDIAL,JUST DIAL LTD.,A ,Publishing
2348,ORIENTCEM,Orient Cement Ltd,B ,Cement &amp; Cement Products
2349,ABFRL,Aditya Birla Fashion and Retail Ltd,A ,Department Stores
2350,IBULHSGFIN,Indiabulls Housing Finance Ltd,A ,Housing Finance 
2354,INTEGRA,Integra Garments And Textiles Ltd,T ,Other Apparels &amp; Accessories
2355,VKJINFRA,VKJ Infradevelopers Ltd,B ,Construction &amp; Engineering
2356,KUSHAL,Kushal Ltd,T ,Comm.Trading  &amp; Distribution
2357,TIGERLOGS,Tiger Logistics (India) Ltd,B ,Transportation - Logistics
2358,RJBIOTECH,R J Bio-Tech Ltd,M ,Other Agricultural Products
2359,FLFL,Future Lifestyle Fashions Ltd,B ,Department Stores
2361,VCU,VCU Data Management Ltd,T ,IT Networking Equipment
2364,STELLAR,Stellar Capital Services Ltd,M ,Other Financial Services
2365,JPOLYINVST,Jindal Poly Investment and Finance Company Ltd,B ,Other Financial Services
2367,YURANUS,Yuranus Infrastructure Ltd,XT,Construction &amp; Engineering
2368,BPCAP,B. P. Capital Ltd,XT,Finance (including NBFCs)
2369,CPL,Captain Polyplast Ltd,B ,Plastic Products
2371,RCIIND,RCI Industries &amp; Technologies Ltd,B ,Comm.Trading  &amp; Distribution
2372,SUYOG,Suyog Telematics Ltd,T ,Other Telecom Services
2373,NATHBIOGEN,Nath Bio-Genes (India) Ltd,B ,Other Agricultural Products
2374,AGRITECH,Agri- Tech (India) Ltd,B ,Other Agricultural Products
2375,CHEMTECH,Chemtech Industrial Valves Ltd,B ,Industrial Machinery
2376,AGRIMONY,Agrimony Commodities Ltd,M ,Comm.Trading  &amp; Distribution
2377,POLYMAC,Polymac Thermoformers Ltd,M ,Plastic Products
2378,UNISHIRE,Unishire Urban Infra Ltd,M ,Realty
2380,BCP,B.C. Power Controls Ltd,B ,Other Elect.Equip./ Prod.
2383,MANGIND,Mangalam Industrial Finance Ltd,XT,Finance (including NBFCs)
2384,VFL,Viji Finance Ltd,T ,Finance (including NBFCs)
2385,NEGOTIUM,Negotium International Trade Ltd,XT,Comm.Trading  &amp; Distribution
2386,PHOENIXTN,Phoenix Township Ltd,XT,Hotels
2388,INFRONICS,Infronics Systems Ltd,XT,IT Software Products
2389,OBIL,Oceanaa Biotek Industries Ltd,T ,Other Food Products
2390,JOONKTOLL,Joonktollee Tea &amp; Industries Ltd,XT,Tea &amp; Coffee
2391,RNBDENIMS,R&amp;B Denims Ltd,M ,Textiles
2393,WONDERLA,Wonderla Holidays Ltd,B ,Other Leisure Facilities
2394,GCMCAPI,GCM Capital Advisors Ltd,M ,Other Financial Services
2395,AFEL,A.F. Enterprises Ltd,XT,Investment Companies
2396,ADHUNIKIND,Adhunik Industries Ltd,T ,Iron &amp; Steel/Interm.Products
2397,WESTLEIRES,West Leisure Resorts Ltd,XT,Comm.Trading  &amp; Distribution
2398,SPS,SPS Finquest Ltd,M ,Finance (including NBFCs)
2399,CCFCL,Classic Global Finance &amp; Capital Ltd,XT,Other Financial Services
2401,WORTH,Worth Investment &amp; Trading Co Ltd,XT,Investment Companies
2403,CTL,Capital Trade Links Ltd,XT,Finance (including NBFCs)
2404,TARINI,Tarini International Ltd,M ,Consulting Services
2405,CROWNTOURS,Crown Tours Ltd,XT,Travel Support Services
2406,INCEPTUM,Inceptum Enterprises Ltd,XT,Comm.Trading  &amp; Distribution
2407,GOLDCOINHF,Gold Coin Health Foods Ltd,XT,Packaged Foods
2408,BRPL,Bansal Roofing Products Ltd,M ,Iron &amp; Steel Products
2410,VITANAGRO,Vitan Agro Industries Ltd,XT,Comm.Trading  &amp; Distribution
2411,SKIPPER,Skipper Ltd,B ,Construction &amp; Engineering
2412,VISTARAMAR,Vistar Amar Ltd,XT,Finance (including NBFCs)
2414,GULFOILLUB,Gulf Oil Lubricants India Ltd,B ,Oil Marketing &amp; Distribution
2415,FRUTION,Fruition Venture Ltd,XT,Comm.Trading  &amp; Distribution
2416,TRIVENIENT,Triveni Enterprises Ltd,XT,Comm.Trading  &amp; Distribution
2418,SOLISMAR,Solis Marketing Ltd,XT,Comm.Trading  &amp; Distribution
2421,QUANTBUILD,Quantum Build-Tech Ltd,XT,Realty
2422,VISHAL,Vishal Fabrics Ltd,B ,Textiles
2425,RTFL,Real Touch Finance Ltd,XT,Other Financial Services
2426,VRL,Vasundhara Rasayans Ltd,XT,Pharmaceuticals
2427,SNOWMAN,Snowman Logistics Ltd,B ,Transportation - Logistics
2429,SHARDACROP,Sharda Cropchem Ltd,B ,Agrochemicals
2431,NAYSAA,Naysaa Securities Ltd,M ,Finance (including NBFCs)
2432,CITYONLINE,City Online Services Ltd,XT,Telecom Services
2433,SHEMAROO,Shemaroo Entertainment Ltd,B ,Movies &amp; Entertainment
2434,ULTRACAB,Ultracab (India) Ltd,B ,Other Elect.Equip./ Prod.
2435,ETIL,Econo Trade (India) Ltd,XT,Finance (including NBFCs)
2436,ATISHAY,Atishay Ltd,B ,IT Software Products
2437,SUCHITRA,Suchitra Finance &amp; Trading Company Ltd,XT,Finance (including NBFCs)
2438,DHABRIYA,Dhabriya Polywood Ltd,B ,Plastic Products
2439,ARYACAPM,Aryaman Capital Markets Ltd,M ,Other Financial Services
2440,PDSMFL,PDS Multinational Fashions Ltd,B ,Comm.Trading  &amp; Distribution
2442,VGCL,Vibrant Global Capital Ltd,M ,Finance (including NBFCs)
2443,STARLIT,Starlit Power Systems Ltd,M ,Other Non-Ferrous Metals
2444,CEINSYSTECH,Ceinsys Tech Ltd,M ,IT Consulting &amp; Software
2445,PANACHE,Panache Innovations Ltd,XT,Comm.Trading  &amp; Distribution
2446,MUDUNURU,Mudunuru Ltd,XT,IT Consulting &amp; Software
2447,JSHL,JLA Infraville Shoppers Ltd,M ,Internet &amp; Catalogue Retail
2448,CRANEINFRA,Crane Infrastructure Ltd,XT,Realty
2450,NIYOGIN,Niyogin Fintech Ltd,T ,Finance (including NBFCs)
2451,CIL,Citizen Infoline Ltd,XT,Publishing
2453,JETINFRA,Jet Infraventure Ltd,M ,Realty
2454,AANCHALISP,Aanchal Ispat Ltd,B ,Iron &amp; Steel/Interm.Products
2455,CAPPIPES,Captain Pipes Ltd,M ,Plastic Products
2456,ANUBHAV,Anubhav Infrastructure Ltd,B ,Construction &amp; Engineering
2457,INTELLECT,Intellect Design Arena Ltd,A ,IT Software Products
2458,MONTECARLO,Monte Carlo Fashions Ltd,B ,Other Apparels &amp; Accessories
2459,ICL,Indo Cotspin Ltd,XT,Textiles
2461,CSL,Continental Securities Ltd,XT,Finance (including NBFCs)
2464,EMERALD,Emerald Leasing Finance &amp; Investment Company Ltd,XT,Other Financial Services
2466,OCTAL,Octal Credit Capital Ltd,XT,Other Financial Services
2468,KANCHI,Kanchi Karpooram Ltd,XT,Commodity Chemicals
2469,DHUNTEAIND,Dhunseri Tea &amp; Industries Ltd,T ,Tea &amp; Coffee
2470,SKILVEN,Skyline Ventures India Ltd,XT,Realty
2471,SPACEAGE,Spaceage Products Ltd,XT,Comm.Trading  &amp; Distribution
2472,RAFL,Raghuvansh Agrofarms Ltd,M ,Other Agricultural Products
2473,SOFCOM,Sofcom Systems Ltd,XT,IT Consulting &amp; Software
2474,NAPL,Naturite Agro Products Ltd,XT,Other Agricultural Products
2475,KARNAVATI,Karnavati Finance Ltd,T ,Finance (including NBFCs)
2476,ABHIFIN,Abhishek Finlease Ltd,XT,Consulting Services
2477,SONAL,Sonal Mercantile Ltd,XT,Finance (including NBFCs)
2478,ALFL,Abhinav Leasing &amp; Finance Ltd,XT,Finance (including NBFCs)
2479,GENUSPAPER,Genus Paper &amp; Boards Ltd,T ,Paper &amp; Paper Products
2480,MINDACORP,Minda Corporation Ltd,B ,Auto Parts &amp; Equipment
2481,MERCURYLAB,Mercury Laboratories Ltd,XT,Pharmaceuticals
2483,GRNLAMIND,Greenlam Industries Ltd,B ,Furniture-Furnishing-Paints
2484,PUROHITCON,Purohit Construction Ltd,XT,Realty
2485,GBLIL,GBL Industries Ltd,XT,Construction &amp; Engineering
2486,MEGRISOFT,Megri Soft Ltd,XT,Internet Software &amp; Services
2487,GITARENEW,Gita Renewable Energy Ltd,XT,Electric Utilities
2488,ORTEL,Ortel Communications Ltd,B ,Broadcasting &amp; Cable TV
2489,ASHFL,Akme Star Housing Finance Ltd,B ,Housing Finance 
